Datetime,Open,High,Low,Close,Adj Close,Volume
2019-05-03 00:00:00-04:00,2947.5,2947.5,2947.5,2947.5,2947.5,159243
2019-05-06 00:00:00-04:00,2947.5,2947.5,2883.75,2932.5,2932.5,159243
2019-05-07 00:00:00-04:00,2912.0,2930.75,2862.5,2890.75,2890.75,246925
2019-05-08 00:00:00-04:00,2890.25,2899.25,2868.75,2887.25,2887.25,254506
2019-05-09 00:00:00-04:00,2884.25,2885.5,2836.25,2872.75,2872.75,340659
2019-05-10 00:00:00-04:00,2870.25,2893.0,2826.0,2887.0,2887.0,396057
2019-05-13 00:00:00-04:00,2881.25,2881.25,2801.75,2807.0,2807.0,383783
2019-05-14 00:00:00-04:00,2806.75,2854.0,2799.5,2839.25,2839.25,181543
2019-05-15 00:00:00-04:00,2840.0,2860.0,2815.0,2855.0,2855.0,217593
2019-05-16 00:00:00-04:00,2854.25,2894.25,2840.5,2878.5,2878.5,220248
2019-05-17 00:00:00-04:00,2879.25,2887.75,2852.5,2862.0,2862.0,302279
2019-05-20 00:00:00-04:00,2861.5,2876.75,2832.25,2844.0,2844.0,263910
2019-05-21 00:00:00-04:00,2847.5,2870.75,2846.5,2866.0,2866.0,158252
2019-05-22 00:00:00-04:00,2864.75,2869.75,2848.5,2857.5,2857.5,176205
2019-05-23 00:00:00-04:00,2856.75,2858.5,2805.5,2819.5,2819.5,300590
2019-05-24 00:00:00-04:00,2821.75,2842.0,2819.25,2831.75,2831.75,175700
2019-05-28 00:00:00-04:00,2831.0,2841.25,2800.5,2805.0,2805.0,211121
2019-05-29 00:00:00-04:00,2802.0,2806.25,2766.25,2780.0,2780.0,300492
2019-05-30 00:00:00-04:00,2780.5,2799.25,2776.5,2790.5,2790.5,200684
2019-05-31 00:00:00-04:00,2790.0,2791.0,2750.0,2752.5,2752.5,327277
2019-06-03 00:00:00-04:00,2742.25,2763.75,2728.75,2749.5,2749.5,416559
2019-06-04 00:00:00-04:00,2753.0,2807.0,2744.0,2805.0,2805.0,266160
2019-06-05 00:00:00-04:00,2805.75,2829.75,2800.75,2827.75,2827.75,308867
2019-06-06 00:00:00-04:00,2823.25,2853.25,2812.75,2845.75,2845.75,260902
2019-06-07 00:00:00-04:00,2840.75,2886.25,2837.75,2875.0,2875.0,230882
2019-06-10 00:00:00-04:00,2891.0,2905.75,2880.5,2889.25,2889.25,166943
2019-06-11 00:00:00-04:00,2890.0,2911.5,2879.25,2887.0,2887.0,224585
2019-06-12 00:00:00-04:00,2886.0,2890.75,2875.25,2881.0,2881.0,170033
2019-06-13 00:00:00-04:00,2881.75,2896.5,2867.5,2894.5,2894.5,200890
2019-06-14 00:00:00-04:00,2893.25,2898.75,2880.5,2890.5,2890.5,82327
2019-06-17 00:00:00-04:00,2890.5,2900.5,2887.5,2892.0,2892.0,19085
2019-06-18 00:00:00-04:00,2894.0,2931.75,2884.5,2921.75,2921.75,18230
2019-06-19 00:00:00-04:00,2921.25,2932.25,2910.75,2929.0,2929.0,14448
2019-06-20 00:00:00-04:00,2927.75,2959.75,2923.25,2955.75,2955.75,10647
2019-06-21 00:00:00-04:00,2952.25,2956.75,2944.0,2953.89990234375,2953.89990234375,220993
2019-06-24 00:00:00-04:00,2948.25,2961.5,2944.75,2952.0,2952.0,160580
2019-06-25 00:00:00-04:00,2951.25,2958.25,2919.75,2922.0,2922.0,249219
2019-06-26 00:00:00-04:00,2922.5,2939.0,2914.5,2918.0,2918.0,193670
2019-06-27 00:00:00-04:00,2916.0,2936.0,2915.0,2931.0,2931.0,181879
2019-06-28 00:00:00-04:00,2933.75,2955.25,2929.75,2944.25,2944.25,167475
2019-07-01 00:00:00-04:00,2964.0,2982.25,2955.5,2967.75,2967.75,206810
2019-07-02 00:00:00-04:00,2967.75,2980.25,2958.5,2979.5,2979.5,191244
2019-07-03 00:00:00-04:00,2979.25,3001.0,2973.75,3000.25,3000.25,122088
2019-07-05 00:00:00-04:00,3000.0,3005.5,2971.5,2990.5,2990.5,208873
2019-07-08 00:00:00-04:00,2991.25,2994.75,2973.25,2978.5,2978.5,183018
2019-07-09 00:00:00-04:00,2978.25,2986.25,2963.5,2982.0,2982.0,174556
2019-07-10 00:00:00-04:00,2982.25,3007.5,2971.25,2997.5,2997.5,242428
2019-07-11 00:00:00-04:00,2996.25,3006.75,2992.5,3004.0,3004.0,209744
2019-07-12 00:00:00-04:00,3003.0,3017.75,3002.0,3015.5,3015.5,142816
2019-07-15 00:00:00-04:00,3016.0,3024.0,3011.0,3017.25,3017.25,132130
2019-07-16 00:00:00-04:00,3017.0,3021.75,3004.25,3007.0,3007.0,165821
2019-07-17 00:00:00-04:00,3005.75,3013.0,2980.5,2985.0,2985.0,167007
2019-07-18 00:00:00-04:00,2981.25,3005.5,2974.5,2997.5,2997.5,229943
2019-07-19 00:00:00-04:00,3003.5,3009.75,2969.25,2977.0,2977.0,262655
2019-07-22 00:00:00-04:00,2973.75,2993.5,2972.25,2989.0,2989.0,186865
2019-07-23 00:00:00-04:00,2989.0,3008.75,2987.5,3008.0,3008.0,209110
2019-07-24 00:00:00-04:00,3003.25,3022.0,2996.0,3021.5,3021.5,194065
2019-07-25 00:00:00-04:00,3018.75,3027.75,2998.0,3006.5,3006.5,291736
2019-07-26 00:00:00-04:00,3006.75,3029.5,3006.0,3024.5,3024.5,173468
2019-07-29 00:00:00-04:00,3022.25,3027.5,3015.5,3021.75,3021.75,178198
2019-07-30 00:00:00-04:00,3023.0,3027.5,3001.5,3012.25,3012.25,237838
2019-07-31 00:00:00-04:00,3015.25,3020.5,2957.75,2982.25,2982.25,451065
2019-08-01 00:00:00-04:00,2971.5,3014.0,2944.5,2952.0,2952.0,701486
2019-08-02 00:00:00-04:00,2950.75,2961.0,2913.25,2932.5,2932.5,557195
2019-08-05 00:00:00-04:00,2930.75,2933.5,2820.75,2830.0,2830.0,723771
2019-08-06 00:00:00-04:00,2817.5,2884.0,2776.0,2876.0,2876.0,637888
2019-08-07 00:00:00-04:00,2875.0,2891.25,2823.0,2880.5,2880.5,765873
2019-08-08 00:00:00-04:00,2878.5,2941.5,2870.5,2940.0,2940.0,317162
2019-08-09 00:00:00-04:00,2931.0,2936.0,2898.75,2919.75,2919.75,473100
2019-08-12 00:00:00-04:00,2920.25,2930.75,2872.5,2880.25,2880.25,445371
2019-08-13 00:00:00-04:00,2882.5,2944.25,2866.75,2932.0,2932.0,461077
2019-08-14 00:00:00-04:00,2930.0,2936.5,2835.75,2840.75,2840.75,569458
2019-08-15 00:00:00-04:00,2836.0,2871.75,2817.75,2848.5,2848.5,719454
2019-08-16 00:00:00-04:00,2850.0,2894.75,2849.5,2891.5,2891.5,315805
2019-08-19 00:00:00-04:00,2893.0,2932.25,2892.25,2923.75,2923.75,211871
2019-08-20 00:00:00-04:00,2921.0,2932.75,2894.25,2898.25,2898.25,244063
2019-08-21 00:00:00-04:00,2894.0,2932.5,2893.0,2929.25,2929.25,187679
2019-08-22 00:00:00-04:00,2931.75,2939.75,2904.0,2922.25,2922.25,264640
2019-08-23 00:00:00-04:00,2920.25,2936.75,2834.0,2855.5,2855.5,501966
2019-08-26 00:00:00-04:00,2833.75,2888.25,2810.0,2883.25,2883.25,354113
2019-08-27 00:00:00-04:00,2883.25,2899.5,2860.0,2865.5,2865.5,301020
2019-08-28 00:00:00-04:00,2865.5,2891.0,2851.75,2889.75,2889.75,275588
2019-08-29 00:00:00-04:00,2884.25,2930.75,2875.25,2926.75,2926.75,256909
2019-08-30 00:00:00-04:00,2923.75,2946.5,2913.25,2924.75,2924.75,259821
2019-09-03 00:00:00-04:00,2913.5,2926.5,2889.0,2906.0,2906.0,394439
2019-09-04 00:00:00-04:00,2903.25,2939.5,2902.0,2938.5,2938.5,217291
2019-09-05 00:00:00-04:00,2937.75,2986.75,2936.5,2972.0,2972.0,291346
2019-09-06 00:00:00-04:00,2971.0,2988.25,2970.25,2980.75,2980.75,220131
2019-09-09 00:00:00-04:00,2980.0,2991.75,2969.25,2978.25,2978.25,181052
2019-09-10 00:00:00-04:00,2979.25,2984.75,2957.25,2978.5,2978.5,259700
2019-09-11 00:00:00-04:00,2979.5,3004.5,2972.25,3002.0,3002.0,204351
2019-09-12 00:00:00-04:00,3002.5,3021.75,3001.0,3011.75,3011.75,319497
2019-09-13 00:00:00-04:00,3010.5,3024.0,3003.5,3006.5,3006.5,49788
2019-09-16 00:00:00-04:00,2997.75,3003.25,2981.0,2999.0,2999.0,30303
2019-09-17 00:00:00-04:00,3001.75,3006.5,2991.25,3005.5,3005.5,18363
2019-09-18 00:00:00-04:00,3005.75,3011.25,2978.25,3006.25,3006.25,20187
2019-09-19 00:00:00-04:00,3007.5,3022.25,2989.0,3006.0,3006.0,13729
2019-09-20 00:00:00-04:00,3004.75,3016.25,3003.25,3013.610107421875,3013.610107421875,303170
2019-09-23 00:00:00-04:00,2995.0,3008.0,2982.0,2997.0,2997.0,243011
2019-09-24 00:00:00-04:00,3002.25,3012.5,2958.5,2970.25,2970.25,478998
2019-09-25 00:00:00-04:00,2972.0,2991.75,2953.5,2986.25,2986.25,301205
2019-09-26 00:00:00-04:00,2987.0,2995.5,2964.25,2980.5,2980.5,277246
2019-09-27 00:00:00-04:00,2981.25,2993.0,2946.0,2963.75,2963.75,361744
2019-09-30 00:00:00-04:00,2975.25,2986.25,2964.5,2978.5,2978.5,199855
2019-10-01 00:00:00-04:00,2984.25,2994.25,2936.75,2937.75,2937.75,331879
2019-10-02 00:00:00-04:00,2942.25,2949.0,2874.0,2880.5,2880.5,404895
2019-10-03 00:00:00-04:00,2884.5,2913.0,2855.0,2911.75,2911.75,424733
2019-10-04 00:00:00-04:00,2912.25,2953.25,2890.25,2951.0,2951.0,322583
2019-10-07 00:00:00-04:00,2937.25,2959.25,2926.5,2937.5,2937.5,271879
2019-10-08 00:00:00-04:00,2935.25,2950.0,2890.75,2892.5,2892.5,437173
2019-10-09 00:00:00-04:00,2894.0,2932.0,2888.25,2919.0,2919.0,286742
2019-10-10 00:00:00-04:00,2920.0,2953.75,2881.75,2941.0,2941.0,403091
2019-10-11 00:00:00-04:00,2948.5,2993.75,2941.75,2970.75,2970.75,349487
2019-10-14 00:00:00-04:00,2967.75,2982.25,2954.0,2965.5,2965.5,210619
2019-10-15 00:00:00-04:00,2967.0,3003.25,2966.25,2997.75,2997.75,229519
2019-10-16 00:00:00-04:00,2998.25,2998.25,2984.75,2991.5,2991.5,233214
2019-10-17 00:00:00-04:00,2992.5,3008.0,2985.25,2998.0,2998.0,250867
2019-10-18 00:00:00-04:00,2998.5,3001.0,2975.0,2988.25,2988.25,263667
2019-10-21 00:00:00-04:00,2985.0,3007.5,2983.75,3006.5,3006.5,183087
2019-10-22 00:00:00-04:00,3006.75,3014.0,2988.0,2994.5,2994.5,258327
2019-10-23 00:00:00-04:00,2991.75,3007.0,2982.0,3005.75,3005.75,202708
2019-10-24 00:00:00-04:00,3005.5,3015.5,2998.5,3004.25,3004.25,225499
2019-10-25 00:00:00-04:00,3004.0,3026.5,3000.0,3020.25,3020.25,197825
2019-10-28 00:00:00-04:00,3023.0,3042.75,3022.0,3036.25,3036.25,177810
2019-10-29 00:00:00-04:00,3039.0,3046.0,3029.5,3035.75,3035.75,204832
2019-10-30 00:00:00-04:00,3036.25,3055.5,3023.25,3047.75,3047.75,251594
2019-10-31 00:00:00-04:00,3052.5,3052.75,3020.0,3035.75,3035.75,339183
2019-11-01 00:00:00-04:00,3036.75,3065.25,3033.0,3063.25,3063.25,193991
2019-11-04 00:00:00-05:00,3064.25,3083.5,3064.25,3075.75,3075.75,174837
2019-11-05 00:00:00-05:00,3077.25,3085.75,3069.75,3072.0,3072.0,197388
2019-11-06 00:00:00-05:00,3071.75,3078.0,3063.25,3075.5,3075.5,217605
2019-11-07 00:00:00-05:00,3077.25,3097.5,3070.25,3086.0,3086.0,205063
2019-11-08 00:00:00-05:00,3086.5,3092.5,3072.5,3090.5,3090.5,155419
2019-11-11 00:00:00-05:00,3091.0,3092.0,3074.5,3087.5,3087.5,114085
2019-11-12 00:00:00-05:00,3087.75,3102.0,3081.25,3092.0,3092.0,164987
2019-11-13 00:00:00-05:00,3091.5,3097.0,3075.75,3095.5,3095.5,203289
2019-11-14 00:00:00-05:00,3096.25,3099.75,3081.75,3097.0,3097.0,176971
2019-11-15 00:00:00-05:00,3097.5,3119.5,3095.75,3118.25,3118.25,156320
2019-11-18 00:00:00-05:00,3119.25,3128.0,3111.0,3121.75,3121.75,159079
2019-11-19 00:00:00-05:00,3122.0,3132.5,3112.75,3118.5,3118.5,185564
2019-11-20 00:00:00-05:00,3116.25,3118.5,3090.75,3109.0,3109.0,288461
2019-11-21 00:00:00-05:00,3099.75,3114.5,3091.25,3104.0,3104.0,246821
2019-11-22 00:00:00-05:00,3103.75,3114.5,3097.75,3111.5,3111.5,167387
2019-11-25 00:00:00-05:00,3117.5,3133.5,3116.5,3132.75,3132.75,106466
2019-11-26 00:00:00-05:00,3131.25,3144.75,3128.0,3143.75,3143.75,147559
2019-11-27 00:00:00-05:00,3143.75,3155.0,3141.75,3153.75,3153.75,109230
2019-11-29 00:00:00-05:00,3154.25,3155.5,3139.5,3143.75,3143.75,117741
2019-12-02 00:00:00-05:00,3145.0,3157.75,3110.25,3114.25,3114.25,337301
2019-12-03 00:00:00-05:00,3114.0,3122.0,3069.5,3091.0,3091.0,398053
2019-12-04 00:00:00-05:00,3091.75,3119.5,3081.75,3111.0,3111.0,251916
2019-12-05 00:00:00-05:00,3110.75,3124.75,3103.5,3117.75,3117.75,263471
2019-12-06 00:00:00-05:00,3117.5,3151.25,3117.0,3146.0,3146.0,192303
2019-12-09 00:00:00-05:00,3146.5,3149.5,3131.25,3134.5,3134.5,159703
2019-12-10 00:00:00-05:00,3133.25,3143.0,3116.25,3136.0,3136.0,260448
2019-12-11 00:00:00-05:00,3136.0,3144.5,3129.75,3143.0,3143.0,189582
2019-12-12 00:00:00-05:00,3143.75,3177.25,3137.0,3168.0,3168.0,382964
2019-12-13 00:00:00-05:00,3173.75,3185.0,3156.75,3172.0,3172.0,78098
2019-12-16 00:00:00-05:00,3175.0,3198.75,3173.75,3194.25,3194.25,19693
2019-12-17 00:00:00-05:00,3192.5,3199.25,3187.75,3192.0,3192.0,13568
2019-12-18 00:00:00-05:00,3189.75,3198.75,3188.0,3194.75,3194.75,8339
2019-12-19 00:00:00-05:00,3195.5,3209.25,3190.25,3207.0,3207.0,7317
2019-12-20 00:00:00-05:00,3207.75,3231.02001953125,3204.0,3231.02001953125,3231.02001953125,152944
2019-12-23 00:00:00-05:00,3226.25,3234.25,3224.25,3227.25,3227.25,88119
2019-12-24 00:00:00-05:00,3227.5,3231.0,3222.5,3225.75,3225.75,40939
2019-12-26 00:00:00-05:00,3226.75,3244.75,3226.75,3244.5,3244.5,59828
2019-12-27 00:00:00-05:00,3241.75,3254.0,3235.5,3237.5,3237.5,151910
2019-12-30 00:00:00-05:00,3237.5,3244.5,3217.25,3223.5,3223.5,191801
2019-12-31 00:00:00-05:00,3223.0,3236.0,3213.0,3231.0,3231.0,144320
2020-01-02 00:00:00-05:00,3237.0,3261.75,3234.25,3259.0,3259.0,178832
2020-01-03 00:00:00-05:00,3260.75,3263.25,3207.0,3235.5,3235.5,310875
2020-01-06 00:00:00-05:00,3222.75,3249.5,3208.75,3243.5,3243.5,246527
2020-01-07 00:00:00-05:00,3243.0,3254.5,3226.0,3235.25,3235.25,221754
2020-01-08 00:00:00-05:00,3232.0,3267.5,3181.0,3260.25,3260.25,488406
2020-01-09 00:00:00-05:00,3259.75,3276.75,3257.75,3276.0,3276.0,198451
2020-01-10 00:00:00-05:00,3275.5,3287.0,3260.75,3264.75,3264.75,218016
2020-01-13 00:00:00-05:00,3265.75,3291.0,3265.5,3289.75,3289.75,156703
2020-01-14 00:00:00-05:00,3289.0,3296.5,3275.25,3288.0,3288.0,267615
2020-01-15 00:00:00-05:00,3287.5,3299.0,3278.0,3293.75,3293.75,235400
2020-01-16 00:00:00-05:00,3293.75,3318.0,3293.75,3316.5,3316.5,176499
2020-01-17 00:00:00-05:00,3316.75,3330.25,3316.0,3325.0,3325.0,172211
2020-01-21 00:00:00-05:00,3324.5,3330.0,3307.25,3319.5,3319.5,262273
2020-01-22 00:00:00-05:00,3320.5,3337.5,3315.25,3319.75,3319.75,221789
2020-01-23 00:00:00-05:00,3317.0,3327.0,3301.5,3326.0,3326.0,349429
2020-01-24 00:00:00-05:00,3326.25,3337.0,3280.5,3293.5,3293.5,521297
2020-01-27 00:00:00-05:00,3273.0,3273.0,3233.0,3239.5,3239.5,521503
2020-01-28 00:00:00-05:00,3239.5,3285.0,3238.5,3278.25,3278.25,349143
2020-01-29 00:00:00-05:00,3282.25,3292.75,3265.25,3272.5,3272.5,379821
2020-01-30 00:00:00-05:00,3272.0,3295.25,3239.5,3289.75,3289.75,541849
2020-01-31 00:00:00-05:00,3292.75,3297.5,3212.5,3224.0,3224.0,642183
2020-02-03 00:00:00-05:00,3222.0,3267.25,3221.5,3245.5,3245.5,386183
2020-02-04 00:00:00-05:00,3244.75,3305.25,3236.0,3299.5,3299.5,356578
2020-02-05 00:00:00-05:00,3299.25,3338.25,3288.25,3335.0,3335.0,416320
2020-02-06 00:00:00-05:00,3336.0,3357.5,3332.5,3345.25,3345.25,291379
2020-02-07 00:00:00-05:00,3348.75,3350.0,3320.75,3325.5,3325.5,382351
2020-02-10 00:00:00-05:00,3322.0,3353.5,3303.25,3353.0,3353.0,277254
2020-02-11 00:00:00-05:00,3350.75,3374.5,3349.5,3357.5,3357.5,281600
2020-02-12 00:00:00-05:00,3359.75,3381.5,3355.5,3380.5,3380.5,215754
2020-02-13 00:00:00-05:00,3380.25,3384.75,3348.5,3377.5,3377.5,325469
2020-02-14 00:00:00-05:00,3379.0,3388.25,3365.25,3381.0,3381.0,236867
2020-02-18 00:00:00-05:00,3381.25,3392.5,3355.25,3369.25,3369.25,333634
2020-02-19 00:00:00-05:00,3371.5,3394.0,3370.75,3387.25,3387.25,213909
2020-02-20 00:00:00-05:00,3391.25,3397.5,3339.5,3369.25,3369.25,554873
2020-02-21 00:00:00-05:00,3366.75,3369.5,3327.75,3339.25,3339.25,477927
2020-02-24 00:00:00-05:00,3315.0,3315.0,3213.75,3226.25,3226.25,824521
2020-02-25 00:00:00-05:00,3224.25,3259.5,3117.25,3132.5,3132.5,1152006
2020-02-26 00:00:00-05:00,3139.0,3182.0,3090.5,3110.25,3110.25,1070134
2020-02-27 00:00:00-05:00,3101.25,3117.0,2944.5,2957.0,2957.0,1282240
2020-02-28 00:00:00-05:00,2950.5,2995.75,2853.0,2951.0,2951.0,1735325
2020-03-02 00:00:00-05:00,2904.0,3093.0,2888.0,3065.0,3065.0,946817
2020-03-03 00:00:00-05:00,3077.0,3136.5,2973.0,2997.0,2997.0,1096486
2020-03-04 00:00:00-05:00,2988.75,3129.25,2976.75,3114.75,3114.75,647060
2020-03-05 00:00:00-05:00,3110.0,3114.0,2996.75,3015.5,3015.5,718122
2020-03-06 00:00:00-05:00,3024.0,3037.0,2898.0,2964.0,2964.0,913066
2020-03-09 00:00:00-04:00,2916.5,2917.0,2713.5,2747.75,2747.75,806067
2020-03-10 00:00:00-04:00,2733.5,2884.75,2694.75,2865.75,2865.75,1061592
2020-03-11 00:00:00-04:00,2861.75,2869.5,2703.0,2740.25,2740.25,1109823
2020-03-12 00:00:00-04:00,2738.25,2773.5,2442.0,2469.0,2469.0,1447148
2020-03-13 00:00:00-04:00,2433.0,2708.5,2393.25,2696.0,2696.0,503889
2020-03-16 00:00:00-04:00,2673.75,2698.5,2351.0,2416.25,2416.25,190088
2020-03-17 00:00:00-04:00,2420.75,2554.25,2365.0,2495.5,2495.5,167283
2020-03-18 00:00:00-04:00,2478.75,2498.75,2273.5,2414.0,2414.0,95464
2020-03-19 00:00:00-04:00,2414.25,2474.25,2287.25,2403.25,2403.25,101131
2020-03-20 00:00:00-04:00,2365.0,2513.0,2343.0,2437.97998046875,2437.97998046875,1626055
2020-03-23 00:00:00-04:00,2220.5,2385.5,2174.0,2220.5,2220.5,1317779
2020-03-24 00:00:00-04:00,2233.25,2448.0,2230.25,2438.0,2438.0,1057349
2020-03-25 00:00:00-04:00,2442.5,2561.5,2378.25,2467.0,2467.0,1397589
2020-03-26 00:00:00-04:00,2471.5,2626.0,2401.75,2608.0,2608.0,1146174
2020-03-27 00:00:00-04:00,2627.0,2635.0,2505.5,2524.0,2524.0,1022402
2020-03-30 00:00:00-04:00,2465.0,2621.5,2447.0,2611.25,2611.25,944238
2020-03-31 00:00:00-04:00,2612.25,2639.25,2555.75,2569.75,2569.75,864900
2020-04-01 00:00:00-04:00,2562.5,2562.5,2434.25,2448.0,2448.0,884677
2020-04-02 00:00:00-04:00,2458.25,2525.0,2424.75,2516.5,2516.5,1060722
2020-04-03 00:00:00-04:00,2514.0,2529.5,2448.75,2482.75,2482.75,823086
2020-04-06 00:00:00-04:00,2483.25,2668.5,2483.25,2644.5,2644.5,758938
2020-04-07 00:00:00-04:00,2645.5,2749.0,2623.75,2642.0,2642.0,1179264
2020-04-08 00:00:00-04:00,2640.75,2752.5,2620.75,2735.0,2735.0,989636
2020-04-09 00:00:00-04:00,2737.5,2809.75,2700.25,2779.75,2779.75,1114248
2020-04-13 00:00:00-04:00,2807.0,2820.5,2710.25,2759.25,2759.25,800021
2020-04-14 00:00:00-04:00,2760.5,2848.75,2752.5,2843.0,2843.0,735110
2020-04-15 00:00:00-04:00,2843.5,2845.75,2751.25,2775.0,2775.0,861143
2020-04-16 00:00:00-04:00,2767.5,2831.5,2746.5,2787.5,2787.5,960929
2020-04-17 00:00:00-04:00,2858.0,2885.25,2821.0,2870.0,2870.0,958259
2020-04-20 00:00:00-04:00,2861.75,2875.75,2804.25,2806.5,2806.5,951288
2020-04-21 00:00:00-04:00,2807.0,2833.25,2717.25,2732.0,2732.0,1350460
2020-04-22 00:00:00-04:00,2737.25,2808.0,2717.25,2788.5,2788.5,844258
2020-04-23 00:00:00-04:00,2790.25,2836.75,2772.5,2780.75,2780.75,1098113
2020-04-24 00:00:00-04:00,2777.0,2836.0,2755.0,2829.5,2829.5,718259
2020-04-27 00:00:00-04:00,2828.75,2883.0,2812.75,2869.0,2869.0,695131
2020-04-28 00:00:00-04:00,2867.75,2913.5,2851.25,2867.25,2867.25,974954
2020-04-29 00:00:00-04:00,2870.75,2959.5,2860.75,2941.0,2941.0,912841
2020-04-30 00:00:00-04:00,2956.5,2965.25,2878.25,2902.5,2902.5,1134559
2020-05-01 00:00:00-04:00,2873.0,2879.5,2811.75,2821.75,2821.75,990942
2020-05-04 00:00:00-04:00,2793.0,2835.75,2770.75,2825.25,2825.25,886987
2020-05-05 00:00:00-04:00,2827.0,2889.5,2824.5,2858.25,2858.25,760646
2020-05-06 00:00:00-04:00,2857.5,2886.25,2832.0,2833.5,2833.5,888865
2020-05-07 00:00:00-04:00,2832.25,2894.75,2823.25,2880.0,2880.0,833230
2020-05-08 00:00:00-04:00,2881.75,2932.75,2879.25,2928.5,2928.5,641598
2020-05-11 00:00:00-04:00,2921.0,2946.5,2889.5,2922.75,2922.75,801756
2020-05-12 00:00:00-04:00,2919.0,2939.75,2838.0,2852.5,2852.5,974692
2020-05-13 00:00:00-04:00,2840.0,2876.5,2786.25,2813.0,2813.0,1541126
2020-05-14 00:00:00-04:00,2820.25,2853.75,2760.25,2847.0,2847.0,1353295
2020-05-15 00:00:00-04:00,2846.0,2863.0,2809.5,2846.5,2846.5,1151670
2020-05-18 00:00:00-04:00,2860.0,2964.5,2850.0,2948.0,2948.0,768821
2020-05-19 00:00:00-04:00,2945.0,2976.25,2913.75,2918.75,2918.75,921190
2020-05-20 00:00:00-04:00,2913.75,2975.75,2908.5,2968.5,2968.5,865157
2020-05-21 00:00:00-04:00,2972.0,2973.5,2933.0,2937.0,2937.0,1079352
2020-05-22 00:00:00-04:00,2936.75,2957.25,2903.75,2953.0,2953.0,866849
