1,0,4.0000,10.1167,513.3700,230304.0000,-0.0600,0.1100,4.0000,10.1333,513.2700,389610.0000,-0.1000,-0.0400,4.0000,10.1500,513.2300,116196.0000,-0.0400,0.0600,4.0000,10.1667,513.0700,125490.0000,-0.1600,-0.1200,4.0000,10.1833,512.9400,308380.0000,-0.1300,0.0300,4.0000,10.2000,512.8300,153775.0000,-0.1100,0.0200,4.0000,10.2167,512.9300,191395.0000,0.1000,0.2100,4.0000,10.2333,512.7600,186673.0000,-0.1700,-0.2700,4.0000,10.2500,512.5800,243147.0000,-0.1800,-0.0100,4.0000,10.2667,512.3400,222841.0000,-0.2400,-0.0600
1,0,5.0000,15.1167,509.5700,91117.0000,-0.0400,-0.0500,5.0000,15.1333,509.5500,153922.0000,-0.0200,0.0200,5.0000,15.1500,509.4800,136941.0000,-0.0700,-0.0500,5.0000,15.1667,509.5900,115541.0000,0.1100,0.1800,5.0000,15.1833,509.5900,146988.0000,0.0000,-0.1100,5.0000,15.2000,509.5700,122923.0000,-0.0200,-0.0200,5.0000,15.2167,509.4300,163968.0000,-0.1400,-0.1200,5.0000,15.2333,509.3400,110492.0000,-0.0900,0.0500,5.0000,15.2500,509.2600,243777.0000,-0.0800,0.0100,5.0000,15.2667,509.2000,151465.0000,-0.0600,0.0200
1,0,2.0000,10.4833,503.2900,182808.0000,-0.1100,0.1200,2.0000,10.5000,503.2700,221766.0000,-0.0200,0.0900,2.0000,10.5167,503.2700,139776.0000,0.0000,0.0200,2.0000,10.5333,503.2300,104106.0000,-0.0400,-0.0400,2.0000,10.5500,503.1500,264026.0000,-0.0800,-0.0400,2.0000,10.5667,503.1500,178610.0000,0.0000,0.0800,2.0000,10.5833,503.0700,97668.0000,-0.0800,-0.0800,2.0000,10.6000,502.8900,159278.0000,-0.1800,-0.1000,2.0000,10.6167,502.7100,270793.0000,-0.1800,0.0000,2.0000,10.6333,502.6800,143716.0000,-0.0300,0.1500
1,0,2.0000,11.8833,505.0400,431110.0000,0.2000,0.0900,2.0000,11.9000,505.1500,175547.0000,0.1100,-0.0900,2.0000,11.9167,505.1900,144496.0000,0.0400,-0.0700,2.0000,11.9333,505.0200,128907.0000,-0.1700,-0.2100,2.0000,11.9500,504.8200,175398.0000,-0.2000,-0.0300,2.0000,11.9667,504.5400,154404.0000,-0.2800,-0.0800,2.0000,11.9833,504.2400,162538.0000,-0.3000,-0.0200,2.0000,12.0000,503.9200,226705.0000,-0.3200,-0.0200,2.0000,12.0167,503.7700,268211.0000,-0.1500,0.1700,2.0000,12.0333,503.6600,130130.0000,-0.1100,0.0400
1,0,2.0000,13.3667,504.7500,62723.0000,0.0500,0.0400,2.0000,13.3833,504.8600,61048.0000,0.1100,0.0600,2.0000,13.4000,504.8300,96081.0000,-0.0300,-0.1400,2.0000,13.4167,504.8000,64939.0000,-0.0300,0.0000,2.0000,13.4333,504.7800,57252.0000,-0.0200,0.0100,2.0000,13.4500,504.9000,45656.0000,0.1200,0.1400,2.0000,13.4667,504.7500,79975.0000,-0.1500,-0.2700,2.0000,13.4833,504.0700,358586.0000,-0.6800,-0.5300,2.0000,13.5000,503.2400,740355.0000,-0.8300,-0.1500,2.0000,13.5167,502.9300,501132.0000,-0.3100,0.5200
1,0,2.0000,14.3333,503.2400,288652.0000,-0.2500,0.0300,2.0000,14.3500,503.0800,362215.0000,-0.1600,0.0900,2.0000,14.3667,503.0600,248280.0000,-0.0200,0.1400,2.0000,14.3833,503.1300,164367.0000,0.0700,0.0900,2.0000,14.4000,503.3100,236140.0000,0.1800,0.1100,2.0000,14.4167,503.5400,216371.0000,0.2300,0.0500,2.0000,14.4333,503.5900,185502.0000,0.0500,-0.1800,2.0000,14.4500,503.3000,215119.0000,-0.2900,-0.3400,2.0000,14.4667,503.0500,189928.0000,-0.2500,0.0400,2.0000,14.4833,503.0400,182749.0000,-0.0100,0.2400
1,0,3.0000,12.6000,500.1700,241129.0000,-0.0500,-0.0000,3.0000,12.6167,500.1900,96493.0000,0.0200,0.0700,3.0000,12.6333,500.1900,83686.0000,0.0000,-0.0200,3.0000,12.6500,500.2200,220479.0000,0.0300,0.0300,3.0000,12.6667,500.2200,183223.0000,0.0000,-0.0300,3.0000,12.6833,500.1000,177204.0000,-0.1200,-0.1200,3.0000,12.7000,499.8800,449560.0000,-0.2200,-0.1000,3.0000,12.7167,499.6100,472812.0000,-0.2700,-0.0500,3.0000,12.7333,499.5500,195418.0000,-0.0600,0.2100,3.0000,12.7500,499.4200,247971.0000,-0.1300,-0.0700
1,0,3.0000,15.9833,501.2400,2501199.0000,0.3500,0.5500,4.0000,9.5000,501.4100,2308781.0000,0.1700,-0.1800,4.0000,9.5167,501.7600,181157.0000,0.3500,0.1800,4.0000,9.5333,501.5200,163832.0000,-0.2400,-0.5900,4.0000,9.5500,501.3100,165265.0000,-0.2100,0.0300,4.0000,9.5667,500.9800,144498.0000,-0.3300,-0.1200,4.0000,9.5833,500.6000,403068.0000,-0.3800,-0.0500,4.0000,9.6000,500.2000,310691.0000,-0.4000,-0.0200,4.0000,9.6167,500.0300,502558.0000,-0.1700,0.2300,4.0000,9.6333,499.9400,181678.0000,-0.0900,0.0800
1,0,4.0000,14.4333,500.2300,102570.0000,0.0200,-0.0200,4.0000,14.4500,499.9600,102027.0000,-0.2700,-0.2900,4.0000,14.4667,499.6800,253976.0000,-0.2800,-0.0100,4.0000,14.4833,499.4600,177146.0000,-0.2200,0.0600,4.0000,14.5000,499.3900,131351.0000,-0.0700,0.1500,4.0000,14.5167,499.2200,152441.0000,-0.1700,-0.1000,4.0000,14.5333,499.0700,165138.0000,-0.1500,0.0200,4.0000,14.5500,498.8800,101117.0000,-0.1900,-0.0400,4.0000,14.5667,498.8400,221407.0000,-0.0400,0.1500,4.0000,14.5833,498.8200,217395.0000,-0.0200,0.0200
0,1,4.0000,14.5000,519.0800,150026.0000,0.0100,0.0400,4.0000,14.5167,519.1200,117523.0000,0.0400,0.0300,4.0000,14.5333,519.1500,85692.0000,0.0300,-0.0100,4.0000,14.5500,519.2300,61157.0000,0.0800,0.0500,4.0000,14.5667,519.2600,78595.0000,0.0300,-0.0500,4.0000,14.5833,519.3300,94249.0000,0.0700,0.0400,4.0000,14.6000,519.3400,142342.0000,0.0100,-0.0600,4.0000,14.6167,519.3800,69813.0000,0.0400,0.0300,4.0000,14.6333,519.4000,95403.0000,0.0200,-0.0200,4.0000,14.6500,519.4100,67056.0000,0.0100,-0.0100
0,1,1.0000,9.5333,514.6600,255373.0000,-0.0700,-1.3900,1.0000,9.5500,514.5500,342914.0000,-0.1100,-0.0400,1.0000,9.5667,514.4300,334865.0000,-0.1200,-0.0100,1.0000,9.5833,514.3900,317789.0000,-0.0400,0.0800,1.0000,9.6000,514.4100,276353.0000,0.0200,0.0600,1.0000,9.6167,514.4700,229854.0000,0.0600,0.0400,1.0000,9.6333,514.5900,147152.0000,0.1200,0.0600,1.0000,9.6500,514.8200,184941.0000,0.2300,0.1100,1.0000,9.6667,514.9800,261871.0000,0.1600,-0.0700,1.0000,9.6833,515.0700,218630.0000,0.0900,-0.0700
0,1,2.0000,11.7667,504.2200,138315.0000,0.0000,0.0600,2.0000,11.7833,504.3800,85347.0000,0.1600,0.1600,2.0000,11.8000,504.4200,128285.0000,0.0400,-0.1200,2.0000,11.8167,504.5000,77143.0000,0.0800,0.0400,2.0000,11.8333,504.5600,52548.0000,0.0600,-0.0200,2.0000,11.8500,504.7300,167283.0000,0.1700,0.1100,2.0000,11.8667,504.8400,137335.0000,0.1100,-0.0600,2.0000,11.8833,505.0400,431110.0000,0.2000,0.0900,2.0000,11.9000,505.1500,175547.0000,0.1100,-0.0900,2.0000,11.9167,505.1900,144496.0000,0.0400,-0.0700
0,1,2.0000,12.6833,504.6300,70719.0000,0.0600,-0.0300,2.0000,12.7000,504.5600,46075.0000,-0.0700,-0.1300,2.0000,12.7167,504.3900,76280.0000,-0.1700,-0.1000,2.0000,12.7333,504.3000,99342.0000,-0.0900,0.0800,2.0000,12.7500,504.3300,56382.0000,0.0300,0.1200,2.0000,12.7667,504.4500,98296.0000,0.1200,0.0900,2.0000,12.7833,504.6200,49174.0000,0.1700,0.0500,2.0000,12.8000,504.7800,68308.0000,0.1600,-0.0100,2.0000,12.8167,504.9000,54329.0000,0.1200,-0.0400,2.0000,12.8333,504.9100,59385.0000,0.0100,-0.1100
0,1,2.0000,14.0167,503.6200,86522.0000,-0.1100,-0.0700,2.0000,14.0333,503.6500,114970.0000,0.0300,0.1400,2.0000,14.0500,503.8800,143555.0000,0.2300,0.2000,2.0000,14.0667,504.1000,148538.0000,0.2200,-0.0100,2.0000,14.0833,504.3800,243099.0000,0.2800,0.0600,2.0000,14.1000,504.7400,181874.0000,0.3600,0.0800,2.0000,14.1167,505.2800,387058.0000,0.5400,0.1800,2.0000,14.1333,505.8500,582665.0000,0.5700,0.0300,2.0000,14.1500,506.1300,387876.0000,0.2800,-0.2900,2.0000,14.1667,506.2000,239519.0000,0.0700,-0.2100
0,1,3.0000,9.6167,505.7700,105889.0000,0.0600,-0.0200,3.0000,9.6333,505.7600,156377.0000,-0.0100,-0.0700,3.0000,9.6500,505.6500,94330.0000,-0.1100,-0.1000,3.0000,9.6667,505.5500,213482.0000,-0.1000,0.0100,3.0000,9.6833,505.6300,267007.0000,0.0800,0.1800,3.0000,9.7000,505.7900,197317.0000,0.1600,0.0800,3.0000,9.7167,505.9400,220918.0000,0.1500,-0.0100,3.0000,9.7333,505.9600,114786.0000,0.0200,-0.1300,3.0000,9.7500,506.0000,178700.0000,0.0400,0.0200,3.0000,9.7667,506.0200,164801.0000,0.0200,-0.0200
0,1,3.0000,14.6000,501.6800,90580.0000,-0.1000,-0.0400,3.0000,14.6167,501.7100,79677.0000,0.0300,0.1300,3.0000,14.6333,501.8300,88101.0000,0.1200,0.0900,3.0000,14.6500,502.0700,91089.0000,0.2400,0.1200,3.0000,14.6667,502.3900,98564.0000,0.3200,0.0800,3.0000,14.6833,502.8800,328582.0000,0.4900,0.1700,3.0000,14.7000,503.2300,418205.0000,0.3500,-0.1400,3.0000,14.7167,503.5700,239674.0000,0.3400,-0.0100,3.0000,14.7333,503.7200,205904.0000,0.1500,-0.1900,3.0000,14.7500,503.9000,234353.0000,0.1800,0.0300
0,1,4.0000,11.2333,503.6100,50585.0000,0.0400,0.0500,4.0000,11.2500,503.7300,168161.0000,0.1200,0.0800,4.0000,11.2667,503.8700,92983.0000,0.1400,0.0200,4.0000,11.2833,503.9000,221729.0000,0.0300,-0.1100,4.0000,11.3000,503.8400,129542.0000,-0.0600,-0.0900,4.0000,11.3167,503.7500,130294.0000,-0.0900,-0.0300,4.0000,11.3333,503.8200,84013.0000,0.0700,0.1600,4.0000,11.3500,503.9100,49237.0000,0.0900,0.0200,4.0000,11.3667,503.9600,259312.0000,0.0500,-0.0400,4.0000,11.3833,503.9700,92385.0000,0.0100,-0.0400
0,1,4.0000,15.4333,499.7100,180733.0000,0.0600,0.0000,4.0000,15.4500,499.7700,130763.0000,0.0600,0.0000,4.0000,15.4667,499.8200,110770.0000,0.0500,-0.0100,4.0000,15.4833,499.7900,105657.0000,-0.0300,-0.0800,4.0000,15.5000,499.8400,224877.0000,0.0500,0.0800,4.0000,15.5167,499.9200,147421.0000,0.0800,0.0300,4.0000,15.5333,499.9700,269021.0000,0.0500,-0.0300,4.0000,15.5500,500.0700,131807.0000,0.1000,0.0500,4.0000,15.5667,500.1400,149343.0000,0.0700,-0.0300,4.0000,15.5833,500.2500,164901.0000,0.1100,0.0400
